#NAME: tds
#TITLE: Data server
#DATE: Thu Sep  6 12:01:07 2018
#COLUMN_NAMES: seuil_statio| seuil_NS| Omega| velocity_norm| tds__n__iter__
#COLUMN_TYPES: D|D|D|D|D

9.376831786e-04 5.916389613e-04 1.018254076e+00 1.175858977e+00 1 
7.512402999e-04 6.646667495e-04 1.753746074e+00 1.174607833e+00 2 
9.423871524e-04 5.596911747e-04 1.861224924e+00 1.173773016e+00 3 
5.104081457e-05 3.762220055e-04 1.363637764e+00 1.174992487e+00 4 
3.933826927e-04 7.649963511e-04 1.367929377e+00 1.175796671e+00 5 
3.893057374e-04 1.898238923e-04 1.521381220e+00 1.174286416e+00 6 
8.671591901e-04 4.986001804e-04 1.621151076e+00 1.174725477e+00 7 
6.828568002e-04 2.602398650e-04 1.139441701e+00 1.174443921e+00 8 
1.130691972e-04 1.064136159e-04 1.659509407e+00 1.173633508e+00 9 
6.349536746e-04 4.612703358e-04 1.639825077e+00 1.174811172e+00 10 
7.438668895e-04 6.075712691e-04 1.510380441e+00 1.174979994e+00 11 
7.129844880e-04 4.010292868e-04 1.061422157e+00 1.175112295e+00 12 
3.844572269e-04 2.086914762e-04 1.839662858e+00 1.173777029e+00 13 
5.508351702e-04 8.005183812e-04 1.771422236e+00 1.175553289e+00 14 
4.297540362e-04 9.949988698e-04 1.094926616e+00 1.176474931e+00 15 
4.650407070e-04 6.709290367e-04 1.651886692e+00 1.174982791e+00 16 
2.757103384e-04 4.979116199e-04 1.930075992e+00 1.173965080e+00 17 
5.782416375e-04 3.162328534e-04 1.143204830e+00 1.174699601e+00 18 
3.353135824e-05 6.948722914e-04 1.160719782e+00 1.176349158e+00 19 
6.505105565e-04 7.447540880e-05 1.803800791e+00 1.173522217e+00 20 
1.549096393e-04 4.040099925e-04 1.717140595e+00 1.174498301e+00 21 
8.224440094e-04 2.183689923e-04 1.451151065e+00 1.174541154e+00 22 
1.651810616e-04 1.665738636e-04 1.766137664e+00 1.173683332e+00 23 
9.095609441e-04 7.499910875e-04 1.646145629e+00 1.175138473e+00 24 
7.098745526e-04 4.688381285e-04 1.897004616e+00 1.174064322e+00 25 
5.105325004e-04 8.166773576e-04 1.514693756e+00 1.176851685e+00 26 
2.762942303e-05 3.516205014e-04 1.493960480e+00 1.174499532e+00 27 
2.878620443e-04 8.772306873e-04 1.355156642e+00 1.177622231e+00 28 
3.416536260e-04 5.181316945e-04 1.629053099e+00 1.175335407e+00 29 
1.615563741e-04 4.284294644e-05 1.559034873e+00 1.173594769e+00 30 
4.696784632e-04 9.452287367e-04 1.735928081e+00 1.174997501e+00 31 
9.725562655e-04 1.106799523e-04 1.390673011e+00 1.173908908e+00 32 
9.521098865e-04 7.885617268e-04 1.146575655e+00 1.175928643e+00 33 
2.212906951e-04 4.464034471e-04 1.406880667e+00 1.175361390e+00 34 
1.379781813e-04 2.072959350e-04 1.569101036e+00 1.174093668e+00 35 
9.714611990e-05 3.373481600e-04 1.797945844e+00 1.174065708e+00 36 
2.859115605e-04 4.571882552e-04 1.734457330e+00 1.174216924e+00 37 
1.294883685e-04 5.689385779e-04 1.662347482e+00 1.174970392e+00 38 
1.976956888e-04 6.185287297e-05 1.967086157e+00 1.173445953e+00 39 
6.706808373e-04 6.447590461e-04 1.123544015e+00 1.176121537e+00 40 
4.563101296e-04 8.852615560e-04 1.679338700e+00 1.176346600e+00 41 
6.470725044e-04 2.799990430e-04 1.455773663e+00 1.174955141e+00 42 
4.757770996e-04 3.678764639e-04 1.616327090e+00 1.174323219e+00 43 
7.540654970e-04 5.756695606e-04 1.219426792e+00 1.175274107e+00 44 
7.966347041e-04 9.294450857e-04 1.297372207e+00 1.177429701e+00 45 
6.148865752e-05 9.632154318e-04 1.862916674e+00 1.174661904e+00 46 
2.394458303e-04 6.899532836e-04 1.978965952e+00 1.174487659e+00 47 
5.881294300e-04 8.931090974e-04 1.297405445e+00 1.176680741e+00 48 
9.384065713e-04 5.264668010e-04 1.515142422e+00 1.175279199e+00 49 
2.483089192e-05 5.609948410e-04 1.951781925e+00 1.174095199e+00 50 
1.621720306e-04 9.348304557e-05 1.877907334e+00 1.173502998e+00 51 
3.614502327e-04 6.296064866e-04 1.067263670e+00 1.175098744e+00 52 
2.239177388e-05 2.352214465e-04 1.339955804e+00 1.174316383e+00 53 
9.835352044e-04 7.455610912e-04 1.296766483e+00 1.175825695e+00 54 
8.984966928e-06 2.057339249e-04 1.724060393e+00 1.173891427e+00 55 
8.406177503e-04 9.933787823e-04 1.664479329e+00 1.176098723e+00 56 
1.769368004e-04 8.160252431e-04 1.516730817e+00 1.176609554e+00 57 
7.245046007e-04 1.617674019e-04 1.742064952e+00 1.173733827e+00 58 
5.254577876e-04 8.755223810e-05 1.440897480e+00 1.173806614e+00 59 
7.293107710e-04 2.518564744e-04 1.477042958e+00 1.174699241e+00 60 
5.815302313e-04 3.558138241e-04 1.248369871e+00 1.174717254e+00 61 
2.458958457e-04 6.280441312e-04 1.527093030e+00 1.175324194e+00 62 
4.668671952e-04 4.603833621e-04 1.351024567e+00 1.175356815e+00 63 
8.688735324e-04 6.261511812e-04 1.887836687e+00 1.173947377e+00 64 
1.467353457e-04 5.769511388e-04 1.281213020e+00 1.175544423e+00 65 
3.182909252e-04 1.102613976e-04 1.117311226e+00 1.173842814e+00 66 
2.352809693e-04 8.181739160e-04 1.201471648e+00 1.176251583e+00 67 
9.567742220e-04 9.944942045e-04 1.248889679e+00 1.176583194e+00 68 
5.332779728e-04 2.191785423e-04 1.275548777e+00 1.174115352e+00 69 
8.296937872e-04 1.111960893e-04 1.802360802e+00 1.173568096e+00 70 
3.450333354e-05 8.019929298e-04 1.758836069e+00 1.175551360e+00 71 
9.043980117e-04 3.054179287e-04 1.240611827e+00 1.174300475e+00 72 
6.062394450e-04 8.781335832e-04 1.977725240e+00 1.174381291e+00 73 
5.970794819e-04 4.020205275e-04 1.356789683e+00 1.175541955e+00 74 
5.232237790e-04 1.848271422e-05 1.500733088e+00 1.173507527e+00 75 
4.897194034e-05 4.286301140e-04 1.654211331e+00 1.174373014e+00 76 
1.047771250e-04 2.895269447e-04 1.450936775e+00 1.174588868e+00 77 
6.397047543e-04 7.969037229e-04 1.849265879e+00 1.174483804e+00 78 
7.868443506e-04 6.764548483e-05 1.225081671e+00 1.173764374e+00 79 
5.531764804e-04 2.200942773e-04 1.590273504e+00 1.174143725e+00 80 
9.110049550e-04 3.948408439e-04 1.655869580e+00 1.174275737e+00 81 
2.249205467e-04 9.739772236e-04 1.479726183e+00 1.177110992e+00 82 
3.796868558e-04 2.636881758e-04 1.275122624e+00 1.174148362e+00 83 
4.550228671e-04 3.887403818e-04 1.093691613e+00 1.175241522e+00 84 
6.197538253e-04 2.487307698e-04 1.271406246e+00 1.174121499e+00 85 
9.618526077e-04 2.665140606e-04 1.208924093e+00 1.174433686e+00 86 
4.827361265e-04 2.173837903e-04 1.585146960e+00 1.174078777e+00 87 
4.963414863e-04 8.958310341e-04 1.148722119e+00 1.176522839e+00 88 
7.794751780e-04 4.437302754e-04 1.059407972e+00 1.175328556e+00 89 
3.550582104e-04 9.836762201e-04 1.665890943e+00 1.175324494e+00 90 
5.366693867e-04 7.871114621e-04 1.930434519e+00 1.173920403e+00 91 
7.688020062e-04 1.143700729e-04 1.600023683e+00 1.173858379e+00 92 
5.389041304e-04 1.955744332e-04 1.075834983e+00 1.173913479e+00 93 
2.368362395e-04 5.841300137e-04 1.115521007e+00 1.175189789e+00 94 
2.686770405e-05 8.389800712e-04 1.821821251e+00 1.175012129e+00 95 
4.154969659e-04 1.522419637e-04 1.774755893e+00 1.173666377e+00 96 
3.968820141e-04 3.123589799e-04 1.367108902e+00 1.175024139e+00 97 
3.060139803e-04 7.222288593e-04 1.526641156e+00 1.175344150e+00 98 
6.754634825e-04 1.517370195e-05 1.195711679e+00 1.173488266e+00 99 
4.446686512e-04 1.805025709e-04 1.484968302e+00 1.174306089e+00 100 
5.032145166e-04 6.995862685e-04 1.033030707e+00 1.174836541e+00 101 
2.516596300e-06 1.493961042e-04 1.304134067e+00 1.174065480e+00 102 
9.598640872e-05 9.228698218e-04 1.381539504e+00 1.177511141e+00 103 
2.448605479e-04 2.617084337e-04 1.251574430e+00 1.174312795e+00 104 
1.519956002e-04 2.905485820e-04 1.280310636e+00 1.174284073e+00 105 
8.151714586e-04 2.038620652e-04 1.502237128e+00 1.174357480e+00 106 
7.023089364e-04 5.955356298e-04 1.085188853e+00 1.175491549e+00 107 
5.939194391e-04 6.833016174e-04 1.040298746e+00 1.175120424e+00 108 
3.551489026e-05 9.099013074e-04 1.805180100e+00 1.174897334e+00 109 
5.262990583e-04 3.344581859e-04 1.027842761e+00 1.175060333e+00 110 
8.679799050e-04 2.993272837e-04 1.201087522e+00 1.174332909e+00 111 
9.404073044e-05 6.242493659e-06 1.734889396e+00 1.173446674e+00 112 
5.467442656e-04 1.811198609e-04 1.360706501e+00 1.174237006e+00 113 
2.421220318e-04 8.209294278e-04 1.510876442e+00 1.176620940e+00 114 
1.319103401e-04 8.916070332e-04 1.898488886e+00 1.174733317e+00 115 
7.179867918e-04 6.967527371e-04 1.372198986e+00 1.175587885e+00 116 
2.332629202e-04 5.512927587e-04 1.739829718e+00 1.174561865e+00 117 
4.684666582e-04 1.056859323e-04 1.396119999e+00 1.173835100e+00 118 
7.010569305e-04 5.021473985e-05 1.338131392e+00 1.173603477e+00 119 
9.324100702e-04 6.641970365e-04 1.939748508e+00 1.173931353e+00 120 
1.942494951e-04 2.031408783e-04 1.259611134e+00 1.174170771e+00 121 
8.488908222e-04 3.529719620e-04 1.945618530e+00 1.173976235e+00 122 
4.720162136e-04 5.675846275e-04 1.893223456e+00 1.173912143e+00 123 
8.111607082e-04 4.379707836e-04 1.419388260e+00 1.175375621e+00 124 
8.072156318e-04 8.583426288e-04 1.499210590e+00 1.177329833e+00 125 
2.427120541e-04 6.730968279e-04 1.024318210e+00 1.175519831e+00 126 
1.700998020e-04 4.751305782e-04 1.486835766e+00 1.174836659e+00 127 
2.673242128e-04 5.566198283e-04 1.822008705e+00 1.174204424e+00 128 
1.691460068e-04 3.190060377e-05 1.779422997e+00 1.173467246e+00 129 
5.136090223e-04 6.266927775e-05 1.067628210e+00 1.173803391e+00 130 
9.912241666e-04 3.582478253e-04 1.040112189e+00 1.174989106e+00 131 
7.654833892e-04 5.562722973e-04 1.733842296e+00 1.174737454e+00 132 
2.573997755e-04 8.569634389e-04 1.858626385e+00 1.175006656e+00 133 
6.286966168e-04 5.113249437e-04 1.748701102e+00 1.174370719e+00 134 
6.891118995e-04 6.049802639e-04 1.534287928e+00 1.175647924e+00 135 
9.456635354e-05 4.152887883e-04 1.108390907e+00 1.174601713e+00 136 
4.936598749e-04 6.526549728e-04 1.578177205e+00 1.175111452e+00 137 
1.232852747e-04 8.379862579e-05 1.747285994e+00 1.173565522e+00 138 
6.245116652e-04 6.701630257e-04 1.581272364e+00 1.175066279e+00 139 
1.077110188e-04 1.345964086e-04 1.030601679e+00 1.174085903e+00 140 
7.763231023e-04 6.314877724e-04 1.751791830e+00 1.174705776e+00 141 
